Name,Genotype,Sent to and date,Constructed by,Thawed for and date,Constructed from,Isolation date,Isolation location,Gps latitude,Gps longitude,Description,SysID
CX12359,ln19-0 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12358,ln20-2 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12357,ln21-3 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12355,ln23-5 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12354,ln24-6 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12362,ln25-7 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12363,ln26-8 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12364,ln27-9 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12365,ln28-0 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12366,ln29-1 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12367,ln30-3 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12368,ln31-4 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12369,ln32-5 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12381,ln33-6 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12382,ln34-7 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12383,ln35-8 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12384,ln36-9 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12385,ln37-0 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12386,ln38-1 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12387,ln39-2 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12388,ln40-4 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12422,ln41-5 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12423,ln42-6 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12420,ln49-3 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12419,ln50-5 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12418,ln51-6 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12417,ln52-7 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12416,ln53-8 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12415,ln54-9 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12414,ln55-0 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12421,ln56-1 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12370,ln89-7 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12371,ln90-9 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12372,ln91-0 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12373,ln92-1 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12374,ln93-2 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12375,ln94-3 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12376,ln95-4 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12377,ln96-5 Recombinant Inbred CX12311 (N2 w glb-5 and npr-1 introgressed from HW) x LSJ2,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
VC877,lnkn-1(gk367) III/hT2 [bli-4(e937) let-?(q782) qIs48] (I;III),-,-,-,N2,NA,NA,NA,NA,,
CB185,lon-1(e185)III,-,S. Brenner,-,-,NA,NA,NA,NA,,
CB678,lon-2(e678)X,-,S. Brenner,-,-,NA,NA,NA,NA,,
CB4123,lon-3(e2175)V.,-,R. Hoskins,-,-,NA,NA,NA,NA,,
MT17209,lst-3(gk433),-,E. Andersen,-,"MT17087, N2",NA,NA,NA,NA,,
MT17978,lst-3(n2070),-,E. Andersen,-,"MT16987, N2",NA,NA,NA,NA,,
MT13539,lst-3(n2070dm) IV / nT1 IV [ qIs51 ] ; + / nT1 V [ qIs51 ] ; lin-15AB(n765ts) X,-,E. Andersen,-,"MT9818, JK2739",NA,NA,NA,NA,,
RB930,med-1(ok804),-,OMRF Knockout Group,-,-,NA,NA,NA,NA,,
MS123,med-2(cx9744),-,M. Maduro,-,-,NA,NA,NA,NA,,
FK171,mek-1(ks54),-,-,-,-,NA,NA,NA,NA,,
JK2906,mep-1(q660)/nT1 [qIs51],-,-,-,-,NA,NA,NA,NA,,
TK22,mev-1(km1),-,-,-,-,NA,NA,NA,NA,,
GR1395,mgIs49 [mlt-10::GFP + ttx-3::GFP],-,-,-,-,NA,NA,NA,NA,,
QX1418,mIn1; npr-1(ad609),-,E. Andersen,-,"DR2078, DA609",NA,NA,NA,NA,,
MT14919,mir-260(n4601),-,E. Alvarez-Saavedra,-,-,NA,NA,NA,NA,,
SX1316,mjIs144 II; unc-119(ed3) III.,-,M. Bagjin,-,-,NA,NA,NA,NA,,
CZ4213,mkk-4(ju91) X,-,-,-,-,NA,NA,NA,NA,,
VC1089,mkk-4(ok1545) X,-,-,-,-,NA,NA,NA,NA,,
VC789,mog-2(ok1221)/mIn1[mIs14 dpy-10(e128)] II,-,N. Rezania,-,-,NA,NA,NA,NA,,
VC724,mog-5(ok1101)/mIn1[mIs14 dpy-10(e128)] II,-,N. Rezania,-,-,NA,NA,NA,NA,,
IE24456,Mos1 insertion in cyp-29A2,-,-,-,-,-,-,-,-,,
NL147,mrp-1(pk89),-,R. Plasterk,-,-,NA,NA,NA,NA,,
EEVA6140L18,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L19,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L28,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L48,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L49,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L50,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L56,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L60,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L63,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L80,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L82,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L106,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L107,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L110,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L112,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L113,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L120,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L122,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L123,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L124,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L125,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L126,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L133,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L134,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L135,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L137,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L142,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L150,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L153,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L155,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L156,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L157,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L158,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L168,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L169,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L175,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L176,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L181,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L182,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L183,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L184,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L185,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L188,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L190,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L192,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L200,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L201,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L203,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L205,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L211,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
N2.ANC,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L1,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC301",NA,NA,NA,NA,,
EEVA6140L10,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC302",NA,NA,NA,NA,,
EEVA6140L101,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC303",NA,NA,NA,NA,,
EEVA6140L114,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC304",NA,NA,NA,NA,,
EEVA6140L23,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC305",NA,NA,NA,NA,,
EEVA6140L24,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC306",NA,NA,NA,NA,,
EEVA6140L26,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC307",NA,NA,NA,NA,,
EEVA6140L38,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC308",NA,NA,NA,NA,,
EEVA6140L52,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC309",NA,NA,NA,NA,,
GA150L51,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC310",NA,NA,NA,NA,,
GA150L52,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC311",NA,NA,NA,NA,,
GA150L53,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC312",NA,NA,NA,NA,,
GA150L54,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC313",NA,NA,NA,NA,,
GA150L55,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC314",NA,NA,NA,NA,,
GA150L56,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC315",NA,NA,NA,NA,,
GA150L57,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC316",NA,NA,NA,NA,,
GA150L58,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC317",NA,NA,NA,NA,,
GA150L59,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC318",NA,NA,NA,NA,,
GA150L60,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC319",NA,NA,NA,NA,,
GA150L61,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC320",NA,NA,NA,NA,,
EEVGA250L51,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC321",NA,NA,NA,NA,,
EEVGA250L52,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC322",NA,NA,NA,NA,,
EEVGA250L53,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC323",NA,NA,NA,NA,,
EEVGA250L54,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC324",NA,NA,NA,NA,,
EEVGA250L55,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC325",NA,NA,NA,NA,,
EEVGA250L56,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC326",NA,NA,NA,NA,,
EEVGA250L57,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC327",NA,NA,NA,NA,,
EEVGA250L59,multi-parental and large founder population RILs,-,H. Teotonio,-,"AB1, CB4507, CB4852, CB4855, CB4856, CB4858, JU319, JU345, JU400, MY1, MY16, N2, PB306, PX174, PX179, RC328",NA,NA,NA,NA,,
